,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,,Explanation,Reference
KLHL24,0,0.749210615,0.485,0.21,0,,,
PDHX,0,1.15529141,0.402,0.127,0,,,
ECHDC3,0,3.155294459,0.295,0.02,0,,,
ELMO1,0,-3.998803397,0.07,0.345,0,,,
AL122035.1,0,2.398295975,0.318,0.044,0,,,
LINC02082,0,5.111757655,0.278,0.004,0,,,
TMTC1,0,0.335852872,0.462,0.188,0,,,
EZR,0,-3.426270192,0.085,0.359,0,,,
RALGPS2,0,-3.587897325,0.074,0.348,0,,,
PDE8A,0,0.486856334,0.542,0.269,0,,,
SLC8A1-AS1,0,-4.407449188,0.046,0.319,0,,,
TFDP2,0,0.557673396,0.59,0.317,0,,,
CFH,0,-3.315307408,0.089,0.361,0,,,
NEDD4L,0,0.996638759,0.46,0.188,0,,,
SLC16A4,0,1.105292632,0.404,0.132,0,,,
XYLT1,0,0.99046258,0.444,0.172,0,,,
ZNF438,0,0.55577268,0.519,0.247,0,,,
DECR1,0,0.558992989,0.571,0.299,0,,,
COL1A2,0,-2.595947078,0.208,0.479,0,,,
FAM69A,0,0.68668534,0.517,0.246,0,,,
MDH1,0,1.370937187,0.383,0.112,0,,,
OTUD7B,0,1.016652279,0.408,0.137,0,,,
TTLL7,0,1.206419962,0.356,0.085,0,,,
AC015914.1,0,3.989750882,0.281,0.011,0,,,
ANKRD30A,0,4.668890576,0.278,0.008,0,,,
ATP11A,0,-3.272832814,0.085,0.355,0,,,
ECM2,0,0.411408043,0.569,0.299,0,,,
PER3,0,0.465267292,0.561,0.292,0,,,
ADAM12,0,1.90972884,0.312,0.043,0,,,
RAB30-AS1,0,0.698339896,0.482,0.213,0,,,
SLC22A3,0,3.599215288,0.28,0.011,0,,,
TACC2,0,1.139685821,0.398,0.129,0,,,
AL356599.1,0,0.618850459,0.503,0.235,0,,,
OXNAD1,0,0.846254098,0.411,0.143,0,,,
ABCC6,0,3.777421762,0.28,0.013,0,,,
ADRA1A,0,1.994667142,0.316,0.049,0,,,
NHSL1,0,-3.450059376,0.065,0.332,0,,,
SESN1,0,0.605310194,0.498,0.231,0,,,
BLCAP,0,1.414208835,0.358,0.092,0,,,
RPP38,0,0.857723407,0.437,0.171,0,,,
RBMS3-AS2,0,0.615245404,0.581,0.315,0,,,
GFPT1,0,0.902359438,0.437,0.172,0,,,
ME1,0,0.343823117,0.394,0.129,0,,,
TMEM241,0,0.869517084,0.497,0.232,0,,,
AGFG1,0,0.66884373,0.499,0.235,0,,,
WDPCP,0,1.32842194,0.842,0.578,0,,,
PMEPA1,0,2.164606622,0.304,0.042,0,,,
ATP2B1,0,-2.528390346,0.194,0.455,0,,,
FADS3,0,2.196714019,0.303,0.042,0,,,
FREM1,0,1.101654922,0.336,0.075,0,,,
IGF1R,0,-2.633681316,0.147,0.408,0,,,
PTGR1,0,0.750955029,0.439,0.178,0,,,
SYNE3,0,1.70079594,0.327,0.066,0,,,
ARHGAP44,0,-3.526284439,0.069,0.329,0,,,
LINC01619,0,2.238688053,0.315,0.055,0,,,
LINC02456,0,2.266257056,0.337,0.077,0,,,
LRRN3,0,1.126250051,0.366,0.106,0,,,
OXCT1,0,1.598381422,0.345,0.085,0,,,
AP005329.2,0,2.484769476,0.296,0.037,0,,,
DOCK5,0,-3.06766621,0.113,0.372,0,,,
PIK3CA,0,0.588571255,0.507,0.248,0,,,
GPAT3,0,3.827555337,0.285,0.026,0,,,
ABHD3,0,1.131032058,0.358,0.1,0,,,
AC104123.1,0,1.658339401,0.333,0.075,0,,,
ADGRG2,0,1.257414058,0.363,0.105,0,,,
DHDDS,0,1.300737268,0.359,0.101,0,,,
AC124947.1,0,3.122312816,0.28,0.023,0,,,
SMOC2,0,-3.485605675,0.068,0.325,0,,,
SNX21,0,1.660351889,0.326,0.069,0,,,
BHMT2,0,2.353992223,0.288,0.032,0,,,
FSTL3,0,2.076134669,0.299,0.043,0,,,
MSH3,0,0.563942662,0.508,0.252,0,,,
INTS10,0,1.172827034,0.405,0.15,0,,,
LINC01239,0,2.40026326,0.298,0.043,0,,,
PPFIBP1,0,-3.253863667,0.111,0.366,0,,,
SEMA3A,0,0.651890406,0.482,0.227,0,,,
AKR1C2,0,3.104365487,0.274,0.02,0,,,
ATE1,0,0.450426463,0.506,0.252,0,,,
ZBED3-AS1,0,2.142604987,0.312,0.058,0,,,
COL6A2,0,-2.74039029,0.129,0.382,0,,,
02-Mar,0,1.79758036,0.31,0.057,0,,,
RHOT1,0,0.738977199,0.441,0.188,0,,,
SYN3,0,0.835253896,0.459,0.206,0,,,
TNFRSF21,0,1.402808263,0.351,0.098,0,,,
AC005037.1,0,1.065915638,0.379,0.127,0,,,
AC136424.2,0,3.239842102,0.267,0.015,0,,,
AF127577.2,0,2.2163141,0.293,0.041,0,,,
ECHDC1,0,0.803799201,0.429,0.177,0,,,
GPR180,0,1.577158591,0.319,0.067,0,,,
C3,0,-2.282178558,0.341,0.593,0,,,
BMPER,0,1.275918172,0.343,0.092,0,,,
CCDC36,0,2.430258195,0.281,0.03,0,,,
EPM2A,0,1.915387013,0.309,0.058,0,,,
ACADL,0,1.674450321,0.311,0.061,0,,,
CAMK1D,0,-2.786542792,0.137,0.387,0,,,
GPX4,0,0.898830563,0.356,0.106,0,,,
LINC00969,0,0.473039947,0.526,0.276,0,,,
PITPNC1,0,-2.570527815,0.252,0.502,0,,,
IL18,0,-2.957162653,0.116,0.365,0,,,
MIR99AHG,0,0.390876139,0.843,0.594,0,,,
MGST3,0,0.420093937,0.467,0.219,0,,,
AC007114.2,0,2.160685583,0.295,0.047,0,,,
AIG1,0,0.90319358,0.384,0.136,0,,,
LARP1,0,0.688771634,0.438,0.19,0,,,
PPM1L,0,1.419803586,0.353,0.105,0,,,
VSIG10,0,1.39264309,0.327,0.079,0,,,
DAAM2,0,1.196168655,0.326,0.079,0,,,
STK38L,0,0.975342352,0.373,0.126,0,,,
MBP,0,-2.947640296,0.101,0.348,0,,,
AL031316.1,0,3.220333755,0.265,0.019,0,,,
BOK,0,2.798818446,0.269,0.023,0,,,
RFX3-AS1,0,0.885476429,0.405,0.159,0,,,
PPARGC1B,0,1.319738939,0.36,0.114,0,,,
SH3BP5,0,0.572593799,0.486,0.24,0,,,
MOCS1,0,3.169977955,0.263,0.018,0,,,
C4orf19,0,1.602774792,0.305,0.06,0,,,
FRAS1,0,-4.106847917,0.046,0.291,0,,,
POLN,0,2.181322115,0.295,0.05,0,,,
RASSF4,0,1.311722617,0.342,0.098,0,,,
FAM126B,0,0.876825257,0.418,0.174,0,,,
MTURN,0,1.082145352,0.365,0.121,0,,,
ORMDL1,0,0.407508591,0.485,0.241,0,,,
PIEZO1,0,1.096179442,0.348,0.104,0,,,
STK39,0,0.713857749,0.412,0.168,0,,,
PHACTR1,0,-3.348951581,0.073,0.316,0,,,
ST6GALNAC3,0,-4.232667417,0.048,0.291,0,,,
LAMA4,0,0.649337432,0.932,0.69,0,,,
APP,0,-3.164158735,0.092,0.334,0,,,
NNMT,0,0.499333892,0.466,0.224,0,,,
ANO3,0,3.457952308,0.255,0.013,0,,,
KIAA1958,0,1.46386344,0.324,0.082,0,,,
RHBDL2,0,1.678868651,0.311,0.069,0,,,
MAP3K20-AS1,0,1.280722027,0.327,0.086,0,,,
FAM219B,0,1.699948401,0.302,0.061,0,,,
NMT2,0,0.791747121,0.391,0.151,0,,,
NOVA1,0,-0.416607539,0.413,0.173,0,,,
PARN,0,0.671748702,0.439,0.199,0,,,
PDGFD,0,-3.827528851,0.058,0.298,0,,,
PRDX6,0,0.781774141,0.408,0.168,0,,,
AL391117.1,0,3.02003276,0.265,0.026,0,,,
EHHADH,0,2.477481519,0.272,0.033,0,,,
C10orf76,0,0.564356937,0.47,0.231,0,,,
NPLOC4,0,0.758157707,0.381,0.143,0,,,
AZI2,0,0.961231018,0.428,0.19,0,,,
MOGAT1,0,5.81743176,0.241,0.003,0,,,
SASH1,0,-2.462289424,0.188,0.426,0,,,
VIPR2,0,-4.361446453,0.028,0.265,0,,,
ANTXR1,0,-2.959217615,0.094,0.33,0,,,
COLEC12,0,-3.418683019,0.094,0.33,0,,,
PEX14,0,0.85280364,0.376,0.14,0,,,
CDK14,0,-2.338415601,0.3,0.535,0,,,
RGS22,0,2.488727045,0.269,0.034,0,,,
AC025917.1,0,1.40949091,0.311,0.076,0,,,
SYT2,0,2.071007598,0.285,0.05,0,,,
AC138150.1,0,0.862081698,0.375,0.141,0,,,
BPHL,0,2.288868786,0.268,0.034,0,,,
IMMP2L,0,0.641629062,0.946,0.712,0,,,
SNRK,0,0.413714235,0.427,0.193,0,,,
ADGRD1,0,-3.889847251,0.034,0.267,0,,,
AKAP1,0,1.637221204,0.302,0.069,0,,,
CCDC50,0,0.625772604,0.419,0.186,0,,,
PGM1,0,1.88786631,0.29,0.057,0,,,
TLE4,0,-3.382141883,0.057,0.29,0,,,
ABI3BP,0,-2.458466636,0.217,0.449,0,,,
C10orf10,0,2.210083626,0.267,0.035,0,,,
HRASLS5,0,2.176220218,0.274,0.042,0,,,
STAG3L5P-PVRIG2P-PILRB,0,0.554038669,0.408,0.176,0,,,
AL137145.2,0,2.810755144,0.256,0.025,0,,,
CELF2-AS2,0,0.743200954,0.374,0.143,0,,,
LURAP1L,0,1.198286621,0.319,0.088,0,,,
AC023051.1,0,0.973158628,0.352,0.121,0,,,
AC053527.1,0,0.906559198,0.358,0.127,0,,,
ACOX1,0,1.093784061,0.347,0.116,0,,,
ZFAND5,0,1.306460002,0.367,0.136,0,,,
EZH1,0,0.458220269,0.444,0.214,0,,,
HAND2-AS1,0,-4.028847591,0.035,0.265,0,,,
AC015878.1,0,3.409914084,0.244,0.014,0,,,
AC098679.1,0,1.542295771,0.293,0.063,0,,,
GABPB2,0,0.98146893,0.35,0.12,0,,,
CDH11,0,-3.934300939,0.04,0.269,0,,,
LINC00894,0,0.633421971,0.449,0.22,0,,,
CFAP70,0,1.524704554,0.301,0.072,0,,,
PDZRN4,0,-4.369072378,0.072,0.301,0,,,
RBM28,0,0.826248737,0.364,0.135,0,,,
CCDC18,0,0.592800127,0.393,0.165,0,,,
MYO16,0,2.359887265,0.252,0.024,0,,,
ABHD15-AS1,0,0.531821647,0.423,0.195,0,,,
TTC39C,0,0.406444911,0.451,0.224,0,,,
AC134511.1,0,-4.537937123,0.028,0.254,0,,,
ALDH1A1,0,0.719400311,0.388,0.162,0,,,
FMN2,0,-4.015408714,0.038,0.264,0,,,
SCAI,0,0.795790153,0.391,0.165,0,,,
COL12A1,0,0.777908837,0.362,0.136,0,,,
MOB3B,0,0.54661629,0.42,0.194,0,,,
ATL2,0,0.634604239,0.405,0.18,0,,,
DMGDH,0,1.631190395,0.278,0.053,0,,,
SAMD12,0,-3.699523254,0.055,0.28,0,,,
GPLD1,0,2.596238643,0.252,0.027,0,,,
PLEKHM3,0,0.707212269,0.377,0.152,0,,,
AC018682.1,0,0.758387005,0.362,0.137,0,,,
AP001767.3,0,1.301667506,0.308,0.083,0,,,
PODN,0,-3.173153449,0.064,0.289,0,,,
AC016924.1,0,3.168173231,0.247,0.023,0,,,
FNIP2,0,0.699287117,0.383,0.159,0,,,
NHSL2,0,-3.842559021,0.04,0.264,0,,,
GRIN2B,0,2.552827128,0.252,0.029,0,,,
PRICKLE1,0,-3.25202301,0.083,0.306,0,,,
SUGCT,0,1.334151906,0.291,0.068,0,,,
TMEM161B-AS1,0,0.623006867,0.42,0.197,0,,,
USP45,0,0.643303723,0.411,0.188,0,,,
DDI2,0,1.046738801,0.332,0.11,0,,,
HLCS,0,0.684336113,0.366,0.144,0,,,
DCUN1D4,0,0.518071471,0.423,0.201,0,,,
MEG3,0,-4.310274627,0.032,0.253,0,,,
MKRN2OS,0,1.147858035,0.315,0.094,0,,,
PCK1,0,4.318959036,0.234,0.013,0,,,
BNIP3,0,1.503790353,0.286,0.065,0,,,
LAMTOR5-AS1,0,0.841223354,0.345,0.124,0,,,
PPM1B,0,0.674270692,0.413,0.192,0,,,
GRK5,0,-3.568443815,0.051,0.271,0,,,
PDE7B,0,-2.751797347,0.104,0.324,0,,,
AC068888.1,0,0.551327268,0.379,0.159,0,,,
ZNF827,0,1.042455654,0.318,0.098,0,,,
MGLL,0,0.53128278,0.357,0.137,0,,,
OIP5-AS1,0,0.576661296,0.394,0.175,0,,,
UST,0,-3.967903646,0.045,0.264,0,,,
KCTD8,0,-3.028202384,0.129,0.348,0,,,
CCDC125,0,1.084291109,0.32,0.102,0,,,
COPG2,0,1.037738965,0.327,0.109,0,,,
PRKAR2A,0,0.569718756,0.39,0.172,0,,,
AC011498.4,0,5.638330495,0.22,0.002,0,,,
CLDN1,0,-3.350969311,0.072,0.29,0,,,
CACNA2D3,0,-4.011569111,0.05,0.267,0,,,
ZNF248,0,0.512950224,0.404,0.187,0,,,
TXLNG,0,1.228701187,0.311,0.094,0,,,
FGF13,0,0.345625784,0.321,0.105,0,,,
TSPAN14,0,0.583374864,0.342,0.126,0,,,
AL024474.2,0,0.644673762,0.378,0.162,0,,,
AOC3,0,1.81477302,0.249,0.033,0,,,
SMIM3,0,2.117344744,0.254,0.038,0,,,
SOX5-AS1,0,3.577309802,0.226,0.01,0,,,
TMEM232,0,1.189859916,0.303,0.087,0,,,
BCHE,0,-3.374739621,0.065,0.28,0,,,
FOXN2,0,0.771581249,0.339,0.124,0,,,
GPI,0,0.89866177,0.338,0.123,0,,,
PLEKHG6,0,2.813770179,0.234,0.019,0,,,
BDNF-AS,0,1.068066473,0.315,0.1,0,,,
ECE1,0,0.976376205,0.308,0.093,0,,,
DGKH,0,-3.174044776,0.069,0.284,0,,,
SPRY4-AS1,0,0.842617082,0.349,0.134,0,,,
DEPTOR,0,-3.721918468,0.051,0.265,0,,,
POLI,0,0.988906122,0.319,0.105,0,,,
NBEA,0,-2.837841038,0.083,0.297,0,,,
AFF3,0,0.249798423,0.341,0.128,0,,,
AGBL3,0,1.049551423,0.329,0.116,0,,,
CDC14B,0,0.53534932,0.376,0.163,0,,,
EIF4EBP2,0,1.091916264,0.307,0.094,0,,,
HSD17B4,0,0.584432131,0.401,0.189,0,,,
TBC1D16,0,0.915192355,0.324,0.112,0,,,
AC012085.2,0,0.502240574,0.36,0.148,0,,,
ANKS1B,0,-2.425212644,0.205,0.417,0,,,
TMEM170B,0,2.527273988,0.248,0.036,0,,,
AL136311.1,0,0.469012977,0.385,0.174,0,,,
SMAD6,0,1.178350936,0.289,0.078,0,,,
SLC46A3,0,1.420248634,0.274,0.064,0,,,
SNHG22,0,0.918889751,0.321,0.111,0,,,
DDX5,0,0.544337297,0.878,0.668,0,,,
RASGEF1B,0,1.309099359,0.288,0.078,0,,,
TK2,0,0.953803798,0.319,0.11,0,,,
SFRP4,0,1.204592072,0.282,0.073,0,,,
SGO2,0,-3.410638711,0.072,0.28,0,,,
SHMT1,0,1.481245575,0.27,0.062,0,,,
CCNYL1,0,0.911818487,0.352,0.144,0,,,
ERI2,0,1.091320381,0.298,0.09,0,,,
MAPT,0,2.451958946,0.237,0.029,0,,,
TYRO3,0,1.961791779,0.248,0.04,0,,,
NDUFV3,0,0.6974217,0.346,0.138,0,,,
POR,0,1.182582245,0.285,0.077,0,,,
FLNB,0,-3.591864934,0.043,0.25,0,,,
LINC01197,0,-4.292550416,0.026,0.233,0,,,
NR1D2,0,0.469231391,0.377,0.17,0,,,
AC007388.1,0,0.69762165,0.385,0.179,0,,,
AKAP7,0,0.76734544,0.337,0.131,0,,,
CHN2,0,-2.594444358,0.129,0.335,0,,,
AGL,0,1.402266758,0.319,0.114,0,,,
GTF2E2,0,0.841633124,0.316,0.111,0,,,
VPS45,0,0.497015231,0.378,0.173,0,,,
PTPN3,0,1.292861533,0.294,0.089,0,,,
ROR2,0,-3.078265695,0.096,0.301,0,,,
CFI,0,-3.177959598,0.059,0.263,0,,,
DNHD1,0,0.767857888,0.32,0.116,0,,,
GAREM1,0,0.785617401,0.323,0.119,0,,,
KATNAL2,0,1.137316956,0.292,0.088,0,,,
AACS,0,1.972271821,0.25,0.047,0,,,
COQ8A,0,1.19837492,0.297,0.094,0,,,
SDK1,0,0.930693232,0.362,0.159,0,,,
IFI16,0,-2.81478621,0.081,0.284,0,,,
DRAM2,0,0.68278687,0.33,0.128,0,,,
MYOF,0,-2.508743063,0.114,0.316,0,,,
RASA3,0,0.774618937,0.323,0.121,0,,,
RASD1,0,2.970005823,0.218,0.016,0,,,
AP001831.1,0,0.504664374,0.361,0.159,0,,,
YPEL2,0,0.563822979,0.356,0.154,0,,,
AC092567.1,0,0.89747699,0.31,0.109,0,,,
PVT1,0,-3.458692367,0.048,0.249,0,,,
ARAP2,0,-3.430635716,0.04,0.241,0,,,
LINC02062,0,1.07824611,0.291,0.09,0,,,
CKMT2-AS1,0,0.679044943,0.33,0.13,0,,,
COL1A1,0,-2.468153456,0.124,0.324,0,,,
TENM4,0,1.379882749,0.275,0.075,0,,,
PPFIA2,0,1.688365232,0.241,0.041,0,,,
JADE1,0,0.826661104,0.303,0.104,0,,,
L2HGDH,0,1.731075531,0.256,0.057,0,,,
RORB,0,3.60503256,0.21,0.011,0,,,
CNTN4,0,-3.725063532,0.059,0.257,0,,,
TTC38,0,1.856589556,0.244,0.046,0,,,
MDM2,0,0.520268945,0.353,0.155,0,,,
PLEKHA7,0,0.938798794,0.294,0.096,0,,,
AC027288.3,0,-4.465672216,0.026,0.223,0,,,
AC098617.1,0,-2.875043942,0.122,0.319,0,,,
FGF2,0,0.978352468,0.316,0.119,0,,,
RFTN2,0,1.239542181,0.258,0.061,0,,,
SNTG2,0,0.291913094,0.25,0.053,0,,,
C6orf106,0,0.633454742,0.348,0.151,0,,,
ST7-AS2,0,1.086984665,0.285,0.088,0,,,
ACVR1,0,0.940281343,0.316,0.12,0,,,
PALM,0,1.134221466,0.275,0.079,0,,,
SEMA3D,0,-3.652778334,0.042,0.238,0,,,
SLC27A1,0,0.911298381,0.291,0.095,0,,,
STXBP1,0,0.488225907,0.35,0.154,0,,,
TM4SF1,0,-2.219180276,0.208,0.403,0,,,
AC025164.2,0,2.447348657,0.22,0.025,0,,,
CASC15,0,-3.279204806,0.072,0.267,0,,,
ENPP1,0,2.757919878,0.212,0.017,0,,,
PTGIS,0,-3.901156234,0.039,0.234,0,,,
TCF4,0,-2.222778381,0.314,0.509,0,,,
CD96,0,1.268571976,0.241,0.047,0,,,
DAB2,0,-2.975316968,0.085,0.279,0,,,
KLF12,0,-3.649807987,0.044,0.238,0,,,
ZNF436-AS1,0,2.539789059,0.218,0.024,0,,,
CDO1,0,3.311387435,0.205,0.011,0,,,
SLC19A2,0,1.455519343,0.244,0.051,0,,,
SSB,0,0.65597115,0.321,0.128,0,,,
VEGFA,0,0.832078842,0.331,0.138,0,,,
DDHD1,0,0.697027885,0.318,0.126,0,,,
FMO2,0,0.169862812,0.321,0.129,0,,,
GNGT1,0,-4.219090551,0.034,0.226,0,,,
C7orf49,0,0.918002934,0.288,0.096,0,,,
TUBB6,0,0.574119316,0.346,0.154,0,,,
CPVL,0,-2.981619815,0.08,0.271,0,,,
NEBL,0,-4.033099567,0.039,0.23,0,,,
SRGAP2,0,-3.150007788,0.058,0.249,0,,,
CCDC146,0,0.787763301,0.34,0.15,0,,,
KCND2,0,0.612264818,0.276,0.086,0,,,
CNTFR,0,2.32308581,0.216,0.026,0,,,
PKDCC,0,1.665751387,0.24,0.05,0,,,
ANP32A,0,0.949896297,0.288,0.098,0,,,
ADAMTSL3,0,-3.666271921,0.049,0.238,0,,,
BAG4,0,1.467255073,0.249,0.06,0,,,
C9orf72,0,0.808326892,0.319,0.13,0,,,
NID1,0,0.412804061,0.291,0.102,0,,,
DST,0,-1.975361982,0.374,0.562,0,,,
AC078955.1,0,2.433207244,0.213,0.025,0,,,
EMB,0,-2.832278025,0.079,0.267,0,,,
SPATA6,0,-2.172907742,0.18,0.368,0,,,
LIN52,0,0.846807451,0.284,0.096,0,,,
AC010655.4,0,4.054473006,0.194,0.007,0,,,
AL356270.1,0,3.343733111,0.202,0.015,0,,,
LRRC8B,0,2.028725339,0.221,0.034,0,,,
SFMBT2,0,-3.704954983,0.043,0.23,0,,,
SPARCL1,0,-2.168128292,0.262,0.449,0,,,
GLS,0,-1.916471103,0.349,0.535,0,,,
ACSM5,0,2.983467752,0.2,0.014,0,,,
CECR2,0,3.404215105,0.199,0.013,0,,,
GAS7,0,-3.606294027,0.056,0.242,0,,,
MKX,0,2.591186756,0.215,0.029,0,,,
TMEM144,0,1.715033171,0.228,0.042,0,,,
TMEM44-AS1,0,1.470747842,0.237,0.051,0,,,
ABHD12B,0,2.085137878,0.223,0.038,0,,,
ADGRG6,0,-3.721799103,0.032,0.217,0,,,
CEACAM1,0,1.272144364,0.232,0.047,0,,,
CHST11,0,-3.620262163,0.049,0.234,0,,,
CPT1A,0,-3.511516638,0.035,0.22,0,,,
HDHD3,0,1.49871752,0.24,0.055,0,,,
KLHL5,0,0.419666892,0.307,0.122,0,,,
LRRFIP1,0,-2.285605645,0.174,0.359,0,,,
NKAIN2,0,0.573630157,0.266,0.081,0,,,
SCN3A,0,2.352179416,0.205,0.02,0,,,
EDA,0,-2.728672825,0.093,0.277,0,,,
AL513283.1,0,1.554198903,0.232,0.048,0,,,
FBXO17,0,1.089745717,0.267,0.083,0,,,
TNIP1,0,1.245011944,0.251,0.067,0,,,
XPNPEP3,0,0.579090599,0.318,0.134,0,,,
KANK4,0,1.716427781,0.234,0.051,0,,,
ALK,0,1.401642778,0.251,0.068,0,,,
CCDC170,0,1.457140731,0.235,0.052,0,,,
GALNT18,0,-4.078715295,0.029,0.212,0,,,
HEPACAM,0,2.955083067,0.197,0.014,0,,,
IRX6,0,4.825850731,0.186,0.003,0,,,
MAP7D1,0,1.779774643,0.228,0.045,0,,,
NAA50,0,0.637864757,0.32,0.137,0,,,
PRKCQ,0,1.382878284,0.22,0.037,0,,,
SH2B1,0,0.798213024,0.289,0.106,0,,,
SNCA,0,-4.05206281,0.025,0.208,0,,,
USP6NL,0,0.908713328,0.286,0.103,0,,,
AASS,0,1.190406027,0.284,0.101,0,,,
AL365203.1,0,2.88605959,0.202,0.02,0,,,
SRPX2,0,1.121288001,0.27,0.088,0,,,
ACAT1,0,0.486940205,0.322,0.14,0,,,
ATRNL1,0,-3.833617864,0.035,0.217,0,,,
CAP2,0,0.735835204,0.316,0.134,0,,,
DTX1,0,2.681065693,0.199,0.017,0,,,
FAT1,0,0.85256579,0.288,0.106,0,,,
FBXL7,0,-2.102708372,0.425,0.607,0,,,
LINC02240,0,5.362570869,0.185,0.003,0,,,
PRICKLE2-AS1,0,2.272859823,0.212,0.03,0,,,
H2AFJ,0,0.903506153,0.259,0.078,0,,,
RNF146,0,0.562887535,0.315,0.134,0,,,
AZGP1,0,2.799219377,0.193,0.013,0,,,
GPC3,0,0.593540994,0.305,0.125,0,,,
MCCC2,0,0.942517517,0.282,0.102,0,,,
PHKA2,0,1.068346184,0.263,0.083,0,,,
CS,0,1.477413144,0.234,0.055,0,,,
AC024145.1,0,0.660276882,0.301,0.122,0,,,
ACER2,0,1.626102583,0.226,0.047,0,,,
AL138828.1,0,-3.308638358,0.062,0.241,0,,,
PRICKLE2-AS3,0,2.146831358,0.208,0.029,0,,,
RFESD,0,3.622859522,0.191,0.012,0,,,
SLC39A8,0,-3.111195793,0.06,0.239,0,,,
BTG2,0,1.024384426,0.267,0.089,0,,,
CYP2R1,0,1.505492853,0.239,0.061,0,,,
GLDN,0,2.645398674,0.192,0.014,0,,,
PAMR1,0,-4.031530654,0.03,0.208,0,,,
PNPLA7,0,1.037407234,0.254,0.076,0,,,
SDC2,0,0.644446312,0.292,0.114,0,,,
APIP,0,0.904765908,0.264,0.087,0,,,
EPB41L1,0,0.766475464,0.263,0.086,0,,,
GLI3,0,-2.360749555,0.219,0.396,0,,,
ANXA3,0,-3.754332955,0.031,0.208,0,,,
MAOB,0,1.402188158,0.247,0.07,0,,,
MEOX2,0,-3.843861246,0.041,0.218,0,,,
ZNF429,0,0.712862414,0.293,0.116,0,,,
MYRIP,0,0.294600339,0.28,0.104,0,,,
COL21A1,0,-3.941212713,0.027,0.203,0,,,
AKR1C3,0,1.897954939,0.208,0.032,0,,,
CADM1,0,1.796253872,0.214,0.038,0,,,
FAH,0,2.076342442,0.206,0.03,0,,,
LPIN1,0,1.058761846,0.285,0.109,0,,,
PLCB4,0,-4.094938288,0.037,0.213,0,,,
TMEFF2,0,-2.851330475,0.112,0.288,0,,,
ALOX15,0,-3.849613099,0.025,0.2,0,,,
CEBPA,0,2.423789118,0.196,0.021,0,,,
FLJ27354,0,2.08484905,0.203,0.028,0,,,
LINC00278,0,1.508780256,0.274,0.099,0,,,
NQO2,0,0.807933151,0.265,0.09,0,,,
SLC35G2,0,0.676480769,0.288,0.113,0,,,
SULF2,0,-3.292802136,0.044,0.219,0,,,
TSPAN5,0,-3.830660519,0.031,0.206,0,,,
CGNL1,0,-3.822083467,0.026,0.199,0,,,
RNF144A,0,0.908609976,0.26,0.087,0,,,
SYT1,0,-4.81000102,0.021,0.194,0,,,
UQCRH,0,0.639587721,0.272,0.099,0,,,
AC245041.2,0,-4.561276659,0.013,0.186,0,,,
DDIT4,0,2.019708798,0.205,0.032,0,,,
LRP2,0,-3.586232389,0.039,0.212,0,,,
MTCH2,0,0.911092007,0.256,0.083,0,,,
PCNX2,0,-3.582503257,0.038,0.211,0,,,
TET1,0,0.704520571,0.294,0.121,0,,,
TSEN2,0,0.728004568,0.291,0.118,0,,,
ATP6AP1L,0,0.957576418,0.258,0.086,0,,,
PGD,0,2.268547254,0.199,0.027,0,,,
COL4A5,0,-2.839341078,0.065,0.237,0,,,
MAN2A2,0,1.683561135,0.211,0.039,0,,,
ZBTB20-AS1,0,0.839506689,0.256,0.084,0,,,
FAM19A2,0,0.752272667,0.278,0.107,0,,,
AKR1C1,0,2.48706235,0.19,0.019,0,,,
FNBP1,0,-2.13181693,0.217,0.388,0,,,
THSD7B,0,1.667676212,0.197,0.026,0,,,
BANK1,0,1.207696522,0.238,0.067,0,,,
CNTN3,0,3.107243646,0.183,0.012,0,,,
NFU1,0,0.925930442,0.252,0.081,0,,,
CD34,0,-3.113243229,0.054,0.224,0,,,
LOXL2,0,1.95314975,0.197,0.027,0,,,
PTPRE,0,-3.986075151,0.028,0.198,0,,,
ARL15,0,-2.615531599,0.251,0.421,0,,,
LINC01133,0,-3.913117066,0.017,0.187,0,,,
PIR,0,1.385549263,0.217,0.047,0,,,
RHOXF1-AS1,0,1.642128117,0.214,0.044,0,,,
AC099566.1,0,5.645976597,0.171,0.002,0,,,
GCNT1,0,-3.644385366,0.03,0.199,0,,,
AC010735.2,0,4.212268931,0.174,0.005,0,,,
ANXA6,0,0.673861938,0.254,0.085,0,,,
AC002429.2,0,0.845166464,0.26,0.092,0,,,
SCGB2B2,0,0.798113529,0.261,0.093,0,,,
CREB5,0,-3.797567882,0.037,0.205,0,,,
LEP,0,2.593747597,0.183,0.015,0,,,
RBFOX1,0,-3.311804189,0.127,0.295,0,,,
ROR1,0,-2.244577485,0.249,0.417,0,,,
AC008731.1,0,0.74180061,0.26,0.093,0,,,
AL645568.1,0,0.768961607,0.265,0.098,0,,,
GFPT2,0,-4.389614489,0.026,0.193,0,,,
LINC02232,0,-4.296777819,0.021,0.188,0,,,
PNKD,0,0.835964849,0.26,0.093,0,,,
DUSP6,0,1.496266402,0.212,0.045,0,,,
HACL1,0,0.625850838,0.285,0.118,0,,,
AC138627.1,0,2.411453395,0.192,0.026,0,,,
PEX19,0,2.616994271,0.186,0.02,0,,,
SNCAIP,0,-4.35103547,0.025,0.191,0,,,
LINC00467,0,1.441144428,0.214,0.048,0,,,
